id,name,nasa_jpl_url,absolute_magnitude_h,is_potentially_hazardous_asteroid,is_sentry_object,diameter_min_meters,diameter_max_meters,diameter_avg_meters,close_approach_date,epoch_date_close_approach,relative_velocity_km_per_sec,relative_velocity_km_per_hour,relative_velocity_miles_per_hour,miss_distance_astronomical,miss_distance_lunar,miss_distance_kilometers,miss_distance_miles,orbiting_body
3545713,(2010 RJ43),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3545713,23.7,False,False,48.3676488219,108.1533506775,78.2604997497,2025-09-07,1757250240000,10.7198701969,38591.532708975,23979.2776435295,0.25377004,98.71654556,37963457.4538148,23589398.60685224,Earth
3781301,(2017 QY34),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3781301,20.93,True,False,173.2028271414,387.2932953833,280.24806126235,2025-09-07,1757222460000,27.5457116905,99164.5620857564,61617.0024804524,0.4116360437,160.1264209993,61579875.352746919,38263960.2207847222,Earth
54104254,(2021 AN),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54104254,24.59,False,False,32.1036917371,71.7860370529,51.944864394999996,2025-09-07,1757285100000,18.5721311251,66859.6720502826,41544.0001136881,0.4910928304,191.0351110256,73466441.400111248,45649929.8706533024,Earth
54138710,(2021 HC1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54138710,27.97,False,False,6.7694748114,15.1370058502,10.9532403308,2025-09-07,1757283600000,7.9389990878,28580.3967162052,17758.7470595776,0.4150872271,161.4689313419,62096165.038366277,38584767.7553855426,Earth
54383796,(2023 RG13),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54383796,24.46,False,False,34.084346887,76.214916608,55.149631747499996,2025-09-07,1757237880000,18.89690508,68028.8582880205,42270.4869734648,0.3663950124,142.5276598236,54811913.433663588,34058543.6920219944,Earth
54430772,(2024 EC4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54430772,25.71,False,False,19.1670367967,42.8587972046,31.01291700065,2025-09-07,1757222340000,17.4391224287,62780.8407432336,39009.5729607053,0.4869389443,189.4192493327,72845028.887328641,45263802.0401956058,Earth
54469533,(2024 RR8),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54469533,28.33,False,False,5.7352846395,12.8244863243,9.2798854819,2025-09-07,1757281800000,18.5639022536,66830.0481127825,41525.5929509676,0.1448117213,56.3317595857,21663525.057513631,13461090.2716888678,Earth
54510155,(2024 YY5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54510155,27.0,False,False,10.5816885933,23.6613750114,17.12153180235,2025-09-07,1757209500000,2.5722719977,9260.17919176,5753.91523168,0.118195797,45.978165033,17681839.47415239,10986985.575947382,Earth
54541541,(2025 QX3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54541541,22.32,False,False,91.3177025518,204.1925904549,147.75514650335,2025-09-07,1757285040000,11.2706243792,40574.2477651081,25211.2596738251,0.1374039873,53.4501510597,20555343.829587051,12772498.3870852638,Earth
54542760,(2025 QU11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54542760,23.92,False,False,43.7074004031,97.732718421,70.72005941205,2025-09-07,1757281140000,9.2120140094,33163.2504338709,20606.3541376461,0.116014244,45.129540916,17355483.79206028,10784197.558500664,Earth
54544766,(2025 RT1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54544766,23.74,False,False,47.4848397396,106.1793295584,76.832084649,2025-09-07,1757238060000,14.9523890028,53828.6004100145,33446.9989603226,0.0472638859,18.3856516151,7070576.658563033,4393452.6085265354,Earth
54545419,(2025 RF4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545419,26.579,False,False,12.8456172216,28.7236733205,20.78464527105,2025-09-07,1757216940000,10.1121259242,36403.6533271938,22619.8144798888,0.0156703631,6.0957712459,2344252.941886597,1456651.2322731586,Earth
54545423,(2025 RO4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545423,26.092,False,False,16.0751478722,35.9451233906,26.0101356314,2025-09-07,1757287080000,7.9375867866,28575.3124318781,17755.5878830189,0.0373546199,14.5309471411,5588171.571699613,3472328.8006281394,Earth
54545761,(2025 RT5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545761,25.695,False,False,19.2998963486,43.1558801942,31.2278882714,2025-09-07,1757283720000,5.8779492609,21160.6173391078,13148.384701625,0.1347071785,52.4010924365,20151906.977309795,12521814.351453371,Earth
54545757,(2025 SD),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545757,27.551,False,False,8.2102234413,18.3586177251,13.2844205832,2025-09-07,1757273100000,7.0258113302,25292.92078859,15716.0373644436,0.0358742495,13.9550830555,5366711.313048565,3334719.776917597,Earth
54546462,(2025 SQ2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546462,24.041,False,False,41.3385250096,92.4357520111,66.88713851035,2025-09-07,1757233740000,9.9778322473,35920.196090394,22319.4129540562,0.184042312,71.592459368,27532337.86507544,17107801.450063472,Earth
54547372,(2025 SF7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547372,25.214,False,False,24.0854617433,53.8567297275,38.9710957354,2025-09-07,1757218260000,11.0183641637,39666.1109892167,24646.9787977163,0.0421212374,16.3851613486,6301247.396804338,3915413.5722343444,Earth
3758923,(2016 RB1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3758923,28.3,False,False,5.8150703965,13.0028927004,9.40898154845,2025-09-06,1757180400000,11.91467573,42892.8326278297,26651.9381403312,0.1662023189,64.6527020521,24863512.896500743,15449470.5124185334,Earth
54065916,(2020 TH6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54065916,28.8,False,False,4.6190746028,10.328564805,7.473819703899999,2025-09-06,1757199360000,4.847514268,17451.0513649424,10843.4046661777,0.1791106268,69.6740338252,26794568.263644916,16649372.6773592008,Earth
54298615,(2022 QP6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54298615,27.1,False,False,10.1054341542,22.5964377109,16.350935932549998,2025-09-06,1757186280000,15.2640859895,54950.7095621302,34144.2339498692,0.1799433892,69.9979783988,26919147.744901004,16726782.7774576952,Earth
54358376,(2023 JE2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54358376,25.02,False,False,26.3363130952,58.8897863577,42.61304972645,2025-09-06,1757134920000,12.1207076649,43634.5475937829,27112.8109757036,0.2782501147,108.2392946183,41625624.486375689,25864963.6815309482,Earth
54467973,(2024 RL1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54467973,25.34,False,False,22.7276732285,50.8206223093,36.7741477689,2025-09-06,1757124840000,13.9255270077,50131.8972277744,31150.0113635579,0.1995679507,77.6319328223,29854940.344985009,18550999.7090867642,Earth
54537918,(2025 MR92),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54537918,22.63,False,False,79.1689666942,177.0271912367,128.09807896545,2025-09-06,1757132580000,9.9134450023,35688.4020083428,22175.3851256839,0.06665852,25.93016428,9971972.6093524,6196296.45336712,Earth
54543096,(2025 QL15),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54543096,25.77,False,False,18.644681832,41.6907759952,30.1677289136,2025-09-06,1757142240000,8.8820947231,31975.541002996,19868.3576860005,0.0521984287,20.3051887643,7808773.750866869,4852147.0117420322,Earth
54543542,(2025 QB21),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54543542,26.42,False,False,13.8214935879,30.905799213,22.36364640045,2025-09-06,1757117040000,5.7632031982,20747.531513424,12891.7092339939,0.0041909504,1.6302797056,626957.253115648,389573.1723380224,Earth
54545436,(2025 RC5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545436,24.528,False,False,33.0335293338,73.865217127,53.4493732304,2025-09-06,1757162880000,8.1237620425,29245.543352852,18172.0433127763,0.0870211557,33.8512295673,13018179.537658359,8089121.6671449942,Earth
54545772,(2025 RF6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545772,26.676,False,False,12.2844290573,27.468818437,19.87662374715,2025-09-06,1757164860000,8.7468651035,31488.7143727028,19565.862550083,0.0338251417,13.1579801213,5060169.150768179,3144243.3097877102,Earth
3740664,(2016 BQ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3740664,26.54,False,False,13.0784108584,29.2442157171,21.16131328775,2025-09-05,1757053620000,18.9568551463,68244.6785265551,42404.5892766808,0.4862163381,189.1381555209,72736928.538959847,45196631.5984540086,Earth
3803758,(2018 GW4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3803758,22.07,False,False,102.4601474676,229.1078547221,165.78400109485,2025-09-05,1757082000000,19.7760497625,71193.7791451516,44237.0457138304,0.3257215996,126.7057022444,48727257.513152852,30277713.8224272776,Earth
3893638,(2019 WC4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3893638,22.4,False,False,88.0146520901,196.8067450894,142.41069858975,2025-09-05,1757066700000,27.2728253663,98182.1713187945,61006.5830619476,0.4001432266,155.6557151474,59860574.394287342,37195636.1440436396,Earth
54017196,(2020 KO3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54017196,20.19,True,False,243.5314062744,544.5527790857,394.04209268005,2025-09-05,1757094480000,10.4404750266,37585.7100959364,23354.2985871111,0.1581788705,61.5315806245,23663222.105805835,14703644.399497123,Earth
54053747,(2020 RW),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54053747,24.7,False,False,30.5179232594,68.2401509401,49.37903709974999,2025-09-05,1757109600000,9.9509832454,35823.5396835554,22259.354421707,0.3545815399,137.9322190211,53044643.110360013,32960412.8341256594,Earth
54383801,(2023 RD15),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54383801,26.89,False,False,11.1315329608,24.8908643942,18.0111986775,2025-09-05,1757071860000,18.9405544024,68185.9958485673,42368.1261426834,0.4664854877,181.4628547153,69785235.345831199,43362534.4964565862,Earth
54538388,(2025 OG1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54538388,25.05,False,False,25.974965333,58.0817881978,42.0283767654,2025-09-05,1757090760000,4.1767706687,15036.3744071558,9343.018308713,0.0371023807,14.4328260923,5550437.124649109,3448881.7024873442,Earth
2826387,826387 (2020 KO3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2826387,20.19,True,False,243.5314062744,544.5527790857,394.04209268005,2025-09-05,1757094480000,10.4404750069,37585.7100250121,23354.2985430415,0.1581788705,61.5315806245,23663222.105805835,14703644.399497123,Earth
54543088,(2025 QR13),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54543088,24.29,False,False,36.8599699314,82.4213984152,59.6406841733,2025-09-05,1757062800000,13.9108643145,50079.1115323066,31117.2123851713,0.135076077,52.544593953,20207093.40715599,12556105.608853062,Earth
54544624,(2025 RR1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54544624,23.4,False,False,55.5334911581,124.1766612574,89.85507620775,2025-09-05,1757083920000,15.3820590033,55375.4124117331,34408.1277843905,0.0169659907,6.5997703823,2538076.071159809,1577087.3401070042,Earth
54547376,(2025 SM7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547376,24.128,False,False,39.7150374679,88.8055235071,64.2602804875,2025-09-05,1757104260000,3.7776171582,13599.4217693822,8450.151821092,0.1279655891,49.7786141599,19143379.562655217,11895144.4750553146,Earth
3546741,(2010 SJ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3546741,23.8,False,False,46.1907460282,103.2856480504,74.7381970393,2025-09-04,1756983840000,6.5321144131,23515.6118870024,14611.6867305654,0.12957265,50.40376085,19383792.4502555,12044530.1163059,Earth
3550117,(2010 VB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3550117,25.6,False,False,20.1629919443,45.0858206172,32.62440628075,2025-09-04,1756946100000,7.6710451157,27615.7624165859,17159.3608193503,0.2338255442,90.9581366938,34979803.363910854,21735441.9244996252,Earth
3656929,(2014 BG25),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3656929,25.3,False,False,23.150212221,51.7654482198,37.4578302204,2025-09-04,1757017980000,11.8819999506,42775.1998223274,26578.8456896012,0.3425185805,133.2397278145,51240050.078223535,31839090.720353383,Earth
3759721,(2016 SX1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3759721,28.6,False,True,5.0647145883,11.3250461062,8.19488034725,2025-09-04,1756973760000,14.1503853278,50941.3871800138,31652.9969397147,0.3671194817,142.8094783813,54920292.497823979,34125887.3197257502,Earth
3843282,(2019 NH6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3843282,24.68,False,False,30.8003021266,68.8715692826,49.835935704600004,2025-09-04,1756973520000,1.9294888646,6946.159912651,4316.0736412803,0.114930512,44.707969168,17193359.79320944,10683458.376952672,Earth
3843884,(2019 SN),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3843884,25.54,False,False,20.7278843377,46.3489584089,33.538421373300004,2025-09-04,1756945620000,10.7504606967,38701.6585081902,24047.7055324918,0.1435091908,55.8250752212,21468669.269103596,13340012.4992217848,Earth
54265631,(2022 FQ1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54265631,25.35,False,False,22.6232490554,50.5871227598,36.6051859076,2025-09-04,1757016960000,15.1514764334,54545.315160389,33892.3376339651,0.4155877971,161.6636530719,62171049.244152177,38631298.6431949626,Earth
54306602,(2022 SC6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54306602,22.36,False,False,89.6509666415,200.465655659,145.05831115025,2025-09-04,1756957680000,27.0821016462,97495.5659261627,60579.953172287,0.1147171148,44.6249576572,17161436.026625476,10663621.8682285288,Earth
54372216,(2023 LO),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54372216,27.57,False,False,8.1386988067,18.1986837803,13.1686912935,2025-09-04,1756976820000,4.1801528347,15048.5502050226,9350.5838760042,0.4752531041,184.8734574949,71096852.084248267,44177535.3456174046,Earth
54426750,(2024 CR5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54426750,25.55,False,False,20.63264836,46.1360042888,33.3843263244,2025-09-04,1756993980000,20.0129084635,72046.4704687649,44766.8749421056,0.2237714744,87.0471035416,33475735.936999528,20800857.7626603664,Earth
54539484,(2025 OX12),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54539484,22.94,False,False,68.6364758671,153.4758257748,111.05615082095,2025-09-04,1757023620000,9.6321709501,34675.8154202285,21546.203198197,0.058780327,22.865547203,8793411.71710349,5463972.673228562,Earth
54541025,(2025 PG3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54541025,24.66,False,False,31.0852938133,69.5088300671,50.2970619402,2025-09-04,1756971960000,4.8572350575,17486.0462070192,10865.1491001337,0.1789325722,69.6047705858,26767931.674741214,16632821.4685041932,Earth
54541336,(2025 QN2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54541336,24.68,False,False,30.8003021266,68.8715692826,49.835935704600004,2025-09-04,1756987560000,5.5976583337,20151.5700011973,12521.4019265773,0.1231008532,47.8862318948,18415625.433902684,11442939.0284936792,Earth
54542340,(2025 QU8),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54542340,25.24,False,False,23.7987954683,53.2157244498,38.50725995905,2025-09-04,1756986780000,7.2912683547,26248.5660768869,16309.8381826079,0.0888218061,34.5516825729,13287553.002113007,8256502.5764012166,Earth
